,Feature Transform,model_type,C,no_of_features,CrossValDays,Confusion Matrices,AUC Scores,TN,FP,FN,TP,AUC Score,Min Leaves,Number of Neighbors,metric,weight,no_of_trees,min_leaves,Kernel
20,,Logistic Regression,100.0,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[81, 74],
       [85, 60]]), array([[72, 74],
       [57, 97]]), array([[ 53, 112],
       [ 24, 111]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 11, 125]]), array([[134,  43],
       [ 84,  39]]), array([[154,   1],
       [138,   7]]), array([[148,   0],
       [148,   4]]), array([[149,  12],
       [129,  10]]), array([[160,  11],
       [122,   7]])]","[0.5018909899888766, 0.6231542430172567, 0.6048035914702581, 0.5262456109160407, 0.6503317790530846, 0.5159156676312526, 0.6983314794215795, 0.6998577524893315, 0.49738594217793464, 0.5000679994560043]","[81, 72, 53, 0, 32, 134, 154, 148, 149, 160]","[74, 74, 112, 149, 132, 43, 1, 0, 12, 11]","[85, 57, 24, 0, 11, 84, 138, 148, 129, 122]","[60, 97, 111, 151, 125, 39, 7, 4, 10, 7]",0.581798505562162,,,,,,,
21,,Logistic Regression,10.0,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[91, 64],
       [66, 79]]), array([[72, 74],
       [57, 97]]), array([[ 53, 112],
       [ 24, 111]]), array([[  0, 149],
       [  0, 151]]), array([[ 34, 130],
       [ 11, 125]]), array([[127,  50],
       [ 76,  47]]), array([[154,   1],
       [138,   7]]), array([[148,   0],
       [147,   5]]), array([[145,  16],
       [115,  24]]), array([[168,   3],
       [127,   2]])]","[0.5605784204671858, 0.6230652908735101, 0.6047138047138048, 0.5354460198231032, 0.6501972740315638, 0.5428781406458132, 0.6996218020022247, 0.6997243954480796, 0.5755842530944189, 0.528219774241806]","[91, 72, 53, 0, 34, 127, 154, 148, 145, 168]","[64, 74, 112, 149, 130, 50, 1, 0, 16, 3]","[66, 57, 24, 0, 11, 76, 138, 147, 115, 127]","[79, 97, 111, 151, 125, 47, 7, 5, 24, 2]",0.602002917534151,,,,,,,
22,,Logistic Regression,1.0,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[91, 64],
       [67, 78]]), array([[74, 72],
       [59, 95]]), array([[ 54, 111],
       [ 25, 110]]), array([[  0, 149],
       [  0, 151]]), array([[ 39, 125],
       [ 12, 124]]), array([[129,  48],
       [ 76,  47]]), array([[154,   1],
       [136,   9]]), array([[148,   0],
       [147,   5]]), array([[141,  20],
       [111,  28]]), array([[168,   3],
       [127,   2]])]","[0.5610233592880978, 0.6233766233766234, 0.6043995510662177, 0.53024578870172, 0.6488970588235294, 0.5568416701116163, 0.6993103448275862, 0.7011913229018492, 0.5911792305286205, 0.530531755745954]","[91, 74, 54, 0, 39, 129, 154, 148, 141, 168]","[64, 72, 111, 149, 125, 48, 1, 0, 20, 3]","[67, 59, 25, 0, 12, 76, 136, 147, 111, 127]","[78, 95, 110, 151, 124, 47, 9, 5, 28, 2]",0.6046996705371814,,,,,,,
23,,Logistic Regression,0.1,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[92, 63],
       [67, 78]]), array([[77, 69],
       [61, 93]]), array([[ 59, 106],
       [ 38,  97]]), array([[  0, 149],
       [  0, 151]]), array([[ 49, 115],
       [ 16, 120]]), array([[140,  37],
       [ 76,  47]]), array([[153,   2],
       [130,  15]]), array([[148,   0],
       [144,   8]]), array([[141,  20],
       [109,  30]]), array([[168,   3],
       [127,   2]])]","[0.5620467185761958, 0.6212417719267035, 0.6008978675645342, 0.5061558291479621, 0.6375089670014348, 0.596251894722337, 0.6995328142380421, 0.6947012802275959, 0.5944412172125653, 0.5278571104764496]","[92, 77, 59, 0, 49, 140, 153, 148, 141, 168]","[63, 69, 106, 149, 115, 37, 2, 0, 20, 3]","[67, 61, 38, 0, 16, 76, 130, 144, 109, 127]","[78, 93, 97, 151, 120, 47, 15, 8, 30, 2]",0.604063547109382,,,,,,,
24,,Logistic Regression,0.01,25,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[93, 62],
       [69, 76]]), array([[98, 48],
       [74, 80]]), array([[120,  45],
       [ 75,  60]]), array([[93, 56],
       [87, 64]]), array([[ 57, 107],
       [ 33, 103]]), array([[127,  50],
       [ 63,  60]]), array([[134,  21],
       [ 99,  46]]), array([[132,  16],
       [115,  37]]), array([[115,  46],
       [ 82,  57]]), array([[140,  31],
       [110,  19]])]","[0.5592880978865405, 0.6129247464863903, 0.5932659932659932, 0.47948797724343306, 0.5899390243902439, 0.628772219925589, 0.6571301446051168, 0.6341571834992888, 0.6065507842173465, 0.5012466566934131]","[93, 98, 120, 93, 57, 127, 134, 132, 115, 140]","[62, 48, 45, 56, 107, 50, 21, 16, 46, 31]","[69, 74, 75, 87, 33, 63, 99, 115, 82, 110]","[76, 80, 60, 64, 103, 60, 46, 37, 57, 19]",0.5862762828213356,,,,,,,
25,,Logistic Regression,100.0,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[80, 75],
       [81, 64]]), array([[70, 76],
       [64, 90]]), array([[ 45, 120],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 30, 134],
       [ 12, 124]]), array([[119,  58],
       [ 74,  49]]), array([[146,   9],
       [119,  26]]), array([[142,   6],
       [136,  16]]), array([[129,  32],
       [109,  30]]), array([[133,  38],
       [ 98,  31]])]","[0.49739710789766406, 0.5565290873510053, 0.6122558922558923, 0.5437575003333481, 0.6524390243902439, 0.5422350833677828, 0.6510344827586206, 0.6225551209103841, 0.5512310648375709, 0.5340677274581803]","[80, 70, 45, 0, 30, 119, 146, 142, 129, 133]","[75, 76, 120, 149, 134, 58, 9, 6, 32, 38]","[81, 64, 20, 0, 12, 74, 119, 136, 109, 98]","[64, 90, 115, 151, 124, 49, 26, 16, 30, 31]",0.5763502091560692,,,,,,,
26,,Logistic Regression,10.0,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [73, 72]]), array([[72, 74],
       [64, 90]]), array([[ 46, 119],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 30, 134],
       [ 13, 123]]), array([[119,  58],
       [ 74,  49]]), array([[146,   9],
       [119,  26]]), array([[143,   5],
       [135,  17]]), array([[137,  24],
       [108,  31]]), array([[147,  24],
       [105,  24]])]","[0.5345494994438265, 0.6035847713929905, 0.6122109988776656, 0.5415351793413041, 0.6518113342898135, 0.5431996692848284, 0.650901001112347, 0.6762535561877667, 0.5940390544707091, 0.5686567840790607]","[83, 72, 46, 0, 30, 119, 146, 143, 137, 147]","[72, 74, 119, 149, 134, 58, 9, 5, 24, 24]","[73, 64, 20, 0, 13, 74, 119, 135, 108, 105]","[72, 90, 115, 151, 123, 49, 26, 17, 31, 24]",0.5976741848480314,,,,,,,
27,,Logistic Regression,1.0,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[84, 71],
       [69, 76]]), array([[73, 73],
       [62, 92]]), array([[ 48, 117],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 14, 122]]), array([[118,  59],
       [ 73,  50]]), array([[144,  11],
       [116,  29]]), array([[143,   5],
       [133,  19]]), array([[134,  27],
       [100,  39]]), array([[147,  24],
       [105,  24]])]","[0.5459399332591769, 0.6139032200676036, 0.6109988776655444, 0.5360238232810348, 0.6510491391678623, 0.554085710348629, 0.6504560622914349, 0.6757201280227596, 0.6054783502390635, 0.5673421279296433]","[84, 73, 48, 0, 32, 118, 144, 143, 134, 147]","[71, 73, 117, 149, 132, 59, 11, 5, 27, 24]","[69, 62, 20, 0, 14, 73, 116, 133, 100, 105]","[76, 92, 115, 151, 122, 50, 29, 19, 39, 24]",0.6010997372272753,,,,,,,
28,,Logistic Regression,0.1,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [70, 75]]), array([[75, 71],
       [65, 89]]), array([[ 59, 106],
       [ 30, 105]]), array([[  4, 145],
       [  7, 144]]), array([[ 41, 123],
       [ 19, 117]]), array([[124,  53],
       [ 74,  49]]), array([[140,  15],
       [ 98,  47]]), array([[141,   7],
       [123,  29]]), array([[123,  38],
       [ 89,  50]]), array([[145,  26],
       [102,  27]])]","[0.5455839822024472, 0.613013698630137, 0.6060157126823793, 0.5148673274367749, 0.6364777618364419, 0.5766386477424097, 0.64293659621802, 0.6606507823613086, 0.6085169131775324, 0.5634434924520605]","[86, 75, 59, 4, 41, 124, 140, 141, 123, 145]","[69, 71, 106, 145, 123, 53, 15, 7, 38, 26]","[70, 65, 30, 7, 19, 74, 98, 123, 89, 102]","[75, 89, 105, 144, 117, 49, 47, 29, 50, 27]",0.5968144914739513,,,,,,,
29,,Logistic Regression,0.01,30,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[91, 64],
       [69, 76]]), array([[92, 54],
       [72, 82]]), array([[110,  55],
       [ 74,  61]]), array([[86, 63],
       [90, 61]]), array([[ 62, 102],
       [ 39,  97]]), array([[110,  67],
       [ 61,  62]]), array([[109,  46],
       [ 78,  67]]), array([[101,  47],
       [ 85,  67]]), array([[95, 66],
       [68, 71]]), array([[104,  67],
       [ 67,  62]])]","[0.5483870967741935, 0.6074986657178438, 0.5959147025813691, 0.49975554469087513, 0.5929429698708752, 0.5850443250195214, 0.6063626251390434, 0.6169985775248933, 0.6017695160641673, 0.5510222584885988]","[91, 92, 110, 86, 62, 110, 109, 101, 95, 104]","[64, 54, 55, 63, 102, 67, 46, 47, 66, 67]","[69, 72, 74, 90, 39, 61, 78, 85, 68, 67]","[76, 82, 61, 61, 97, 62, 67, 67, 71, 62]",0.5805696281871382,,,,,,,
30,,Logistic Regression,100.0,35,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[87, 68],
       [73, 72]]), array([[68, 78],
       [64, 90]]), array([[ 44, 121],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 30, 134],
       [ 12, 124]]), array([[119,  58],
       [ 74,  49]]), array([[146,   9],
       [119,  26]]), array([[142,   6],
       [136,  16]]), array([[126,  35],
       [109,  30]]), array([[147,  24],
       [105,  24]])]","[0.5366629588431591, 0.5470556840419853, 0.6092929292929293, 0.5477576781190275, 0.6525286944045912, 0.5422350833677828, 0.6513014460511679, 0.6226440256045519, 0.5414897895348317, 0.5685661181377216]","[87, 68, 44, 0, 30, 119, 146, 142, 126, 147]","[68, 78, 121, 149, 134, 58, 9, 6, 35, 24]","[73, 64, 18, 0, 12, 74, 119, 136, 109, 105]","[72, 90, 117, 151, 124, 49, 26, 16, 30, 24]",0.5819534407397747,,,,,,,
31,,Logistic Regression,10.0,35,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[87, 68],
       [73, 72]]), array([[73, 73],
       [63, 91]]), array([[ 45, 120],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 30, 134],
       [ 13, 123]]), array([[119,  58],
       [ 74,  49]]), array([[146,   9],
       [119,  26]]), array([[143,   5],
       [135,  17]]), array([[134,  27],
       [ 99,  40]]), array([[147,  24],
       [103,  26]])]","[0.5366407119021135, 0.5938445116527308, 0.6092031425364759, 0.5461131605849149, 0.6518113342898135, 0.5431996692848284, 0.650901001112347, 0.6762980085348507, 0.6023951025514991, 0.5632621605693822]","[87, 73, 45, 0, 30, 119, 146, 143, 134, 147]","[68, 73, 120, 149, 134, 58, 9, 5, 27, 24]","[73, 63, 18, 0, 13, 74, 119, 135, 99, 103]","[72, 91, 117, 151, 123, 49, 26, 17, 40, 26]",0.5973668803018957,,,,,,,
32,,Logistic Regression,1.0,35,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[87, 68],
       [73, 72]]), array([[73, 73],
       [62, 92]]), array([[ 47, 118],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 14, 122]]), array([[119,  58],
       [ 73,  50]]), array([[144,  11],
       [116,  29]]), array([[143,   5],
       [133,  19]]), array([[134,  27],
       [100,  39]]), array([[147,  24],
       [105,  24]])]","[0.5369521690767519, 0.5981142145525706, 0.6085297418630752, 0.541935197119872, 0.6510491391678622, 0.5538101143723302, 0.6503670745272525, 0.6763424608819346, 0.6055230349881585, 0.5680221224896868]","[87, 73, 47, 0, 32, 119, 144, 143, 134, 147]","[68, 73, 118, 149, 132, 58, 11, 5, 27, 24]","[73, 62, 20, 0, 14, 73, 116, 133, 100, 105]","[72, 92, 115, 151, 122, 50, 29, 19, 39, 24]",0.5990645269039495,,,,,,,
33,,Logistic Regression,0.1,35,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[88, 67],
       [75, 70]]), array([[74, 72],
       [64, 90]]), array([[ 59, 106],
       [ 30, 105]]), array([[  2, 147],
       [  7, 144]]), array([[ 40, 124],
       [ 19, 117]]), array([[125,  52],
       [ 74,  49]]), array([[140,  15],
       [ 98,  47]]), array([[141,   7],
       [124,  28]]), array([[123,  38],
       [ 89,  50]]), array([[143,  28],
       [102,  27]])]","[0.5366407119021135, 0.5962462195338907, 0.6035914702581369, 0.5177118983065914, 0.6363880918220947, 0.5776491663221717, 0.6421357063403782, 0.6619843527738264, 0.6090084454175789, 0.567478126841652]","[88, 74, 59, 2, 40, 125, 140, 141, 123, 143]","[67, 72, 106, 147, 124, 52, 15, 7, 38, 28]","[75, 64, 30, 7, 19, 74, 98, 124, 89, 102]","[70, 90, 105, 144, 117, 49, 47, 28, 50, 27]",0.5948834189518434,,,,,,,
34,,Logistic Regression,0.01,35,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[92, 63],
       [71, 74]]), array([[92, 54],
       [74, 80]]), array([[108,  57],
       [ 74,  61]]), array([[85, 64],
       [89, 62]]), array([[ 62, 102],
       [ 39,  97]]), array([[110,  67],
       [ 62,  61]]), array([[109,  46],
       [ 78,  67]]), array([[101,  47],
       [ 85,  67]]), array([[95, 66],
       [68, 71]]), array([[103,  68],
       [ 67,  62]])]","[0.5383314794215796, 0.5910869951965843, 0.5938496071829404, 0.5012222765456242, 0.5925842898134863, 0.5846768637177897, 0.6064516129032258, 0.6168652204836416, 0.6023504178024041, 0.5505235958112336]","[92, 92, 108, 85, 62, 110, 109, 101, 95, 103]","[63, 54, 57, 64, 102, 67, 46, 47, 66, 68]","[71, 74, 74, 89, 39, 62, 78, 85, 68, 67]","[74, 80, 61, 62, 97, 61, 67, 67, 71, 62]",0.577794235887851,,,,,,,
35,,Logistic Regression,100.0,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[84, 71],
       [82, 63]]), array([[69, 77],
       [63, 91]]), array([[ 58, 107],
       [ 27, 108]]), array([[  0, 149],
       [  0, 151]]), array([[ 29, 135],
       [ 12, 124]]), array([[123,  54],
       [ 76,  47]]), array([[142,  13],
       [118,  27]]), array([[146,   2],
       [141,  11]]), array([[126,  35],
       [109,  30]]), array([[130,  41],
       [ 97,  32]])]","[0.4910567296996663, 0.5457658779576589, 0.6125252525252526, 0.5383350371127607, 0.6415889526542324, 0.5227596343760047, 0.6185539488320356, 0.6439811522048364, 0.53755753161446, 0.5422729951493721]","[84, 69, 58, 0, 29, 123, 142, 146, 126, 130]","[71, 77, 107, 149, 135, 54, 13, 2, 35, 41]","[82, 63, 27, 0, 12, 76, 118, 141, 109, 97]","[63, 91, 108, 151, 124, 47, 27, 11, 30, 32]",0.5694397112126279,,,,,,,
36,,Logistic Regression,10.0,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[85, 70],
       [77, 68]]), array([[71, 75],
       [64, 90]]), array([[ 46, 119],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 31, 133],
       [ 13, 123]]), array([[119,  58],
       [ 75,  48]]), array([[146,   9],
       [119,  26]]), array([[145,   3],
       [137,  15]]), array([[137,  24],
       [107,  32]]), array([[147,  24],
       [103,  26]])]","[0.526896551724138, 0.5889521437466643, 0.6091133557800225, 0.542290768478599, 0.6512284791965568, 0.5430159386339626, 0.6382647385984427, 0.6687855618776672, 0.5968541936637026, 0.5669794641642867]","[85, 71, 46, 0, 31, 119, 146, 145, 137, 147]","[70, 75, 119, 149, 133, 58, 9, 3, 24, 24]","[77, 64, 18, 0, 13, 75, 119, 137, 107, 103]","[68, 90, 117, 151, 123, 48, 26, 15, 32, 26]",0.5932381195864042,,,,,,,
37,,Logistic Regression,1.0,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [72, 73]]), array([[73, 73],
       [61, 93]]), array([[ 47, 118],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 14, 122]]), array([[118,  59],
       [ 73,  50]]), array([[143,  12],
       [115,  30]]), array([[143,   5],
       [133,  19]]), array([[134,  27],
       [100,  39]]), array([[147,  24],
       [106,  23]])]","[0.5365072302558398, 0.597758405977584, 0.6083501683501683, 0.5409573758833727, 0.6510043041606888, 0.5534885857333149, 0.6445383759733038, 0.6755423186344238, 0.6057911434827293, 0.5690647808150868]","[86, 73, 47, 0, 32, 118, 143, 143, 134, 147]","[69, 73, 118, 149, 132, 59, 12, 5, 27, 24]","[72, 61, 20, 0, 14, 73, 115, 133, 100, 106]","[73, 93, 115, 151, 122, 50, 30, 19, 39, 23]",0.5983002689266513,,,,,,,
38,,Logistic Regression,0.1,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[89, 66],
       [73, 72]]), array([[74, 72],
       [63, 91]]), array([[ 59, 106],
       [ 30, 105]]), array([[  2, 147],
       [  7, 144]]), array([[ 40, 124],
       [ 19, 117]]), array([[126,  51],
       [ 74,  49]]), array([[139,  16],
       [ 98,  47]]), array([[141,   7],
       [124,  28]]), array([[123,  38],
       [ 90,  49]]), array([[144,  27],
       [103,  26]])]","[0.5368186874304783, 0.5966020281088774, 0.6038608305274972, 0.5169563091692964, 0.6365225968436156, 0.5767305130678426, 0.6356840934371524, 0.6612286628733995, 0.6083828589302471, 0.566526134457591]","[89, 74, 59, 2, 40, 126, 139, 141, 123, 144]","[66, 72, 106, 147, 124, 51, 16, 7, 38, 27]","[73, 63, 30, 7, 19, 74, 98, 124, 90, 103]","[72, 91, 105, 144, 117, 49, 47, 28, 49, 26]",0.5939312714845999,,,,,,,
39,,Logistic Regression,0.01,40,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[92, 63],
       [71, 74]]), array([[92, 54],
       [74, 80]]), array([[109,  56],
       [ 74,  61]]), array([[89, 60],
       [92, 59]]), array([[ 62, 102],
       [ 39,  97]]), array([[111,  66],
       [ 63,  60]]), array([[108,  47],
       [ 79,  66]]), array([[101,  47],
       [ 85,  67]]), array([[95, 66],
       [68, 71]]), array([[104,  67],
       [ 68,  61]])]","[0.5383314794215796, 0.5917096602028109, 0.5936700336700337, 0.5002889017289658, 0.5923152797704447, 0.5844472004042074, 0.5997775305895439, 0.6169096728307255, 0.6022163635551187, 0.5525635794913641]","[92, 92, 109, 89, 62, 111, 108, 101, 95, 104]","[63, 54, 56, 60, 102, 66, 47, 47, 66, 67]","[71, 74, 74, 92, 39, 63, 79, 85, 68, 68]","[74, 80, 61, 59, 97, 60, 66, 67, 71, 61]",0.5772229701664795,,,,,,,
40,,Logistic Regression,100.0,45,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [90, 55]]), array([[67, 79],
       [64, 90]]), array([[ 55, 110],
       [ 23, 112]]), array([[  0, 149],
       [  0, 151]]), array([[ 29, 135],
       [ 12, 124]]), array([[125,  52],
       [ 74,  49]]), array([[139,  16],
       [115,  30]]), array([[143,   5],
       [139,  13]]), array([[124,  37],
       [112,  27]]), array([[133,  38],
       [102,  27]])]","[0.4920133481646274, 0.5544387119729585, 0.6189450056116722, 0.5414907329214631, 0.6390781922525107, 0.5271691699967848, 0.616952169076752, 0.634557254623044, 0.5435006032441129, 0.555192891790199]","[83, 67, 55, 0, 29, 125, 139, 143, 124, 133]","[72, 79, 110, 149, 135, 52, 16, 5, 37, 38]","[90, 64, 23, 0, 12, 74, 115, 139, 112, 102]","[55, 90, 112, 151, 124, 49, 30, 13, 27, 27]",0.5723338079654126,,,,,,,
41,,Logistic Regression,10.0,45,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [71, 74]]), array([[72, 74],
       [64, 90]]), array([[ 45, 120],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 31, 133],
       [ 13, 123]]), array([[119,  58],
       [ 75,  48]]), array([[146,   9],
       [118,  27]]), array([[144,   4],
       [136,  16]]), array([[135,  26],
       [103,  36]]), array([[147,  24],
       [106,  23]])]","[0.5362402669632925, 0.5891300480341577, 0.6093827160493828, 0.5483799279967999, 0.6508697991391679, 0.5445776491663221, 0.6416907675194661, 0.6671852773826458, 0.6098127709012914, 0.5706967677591913]","[86, 72, 45, 0, 31, 119, 146, 144, 135, 147]","[69, 74, 120, 149, 133, 58, 9, 4, 26, 24]","[71, 64, 18, 0, 13, 75, 118, 136, 103, 106]","[74, 90, 117, 151, 123, 48, 27, 16, 36, 23]",0.5967965990911717,,,,,,,
42,,Logistic Regression,1.0,45,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [73, 72]]), array([[73, 73],
       [61, 93]]), array([[ 47, 118],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 14, 122]]), array([[118,  59],
       [ 73,  50]]), array([[143,  12],
       [115,  30]]), array([[143,   5],
       [133,  19]]), array([[134,  27],
       [100,  39]]), array([[147,  24],
       [106,  23]])]","[0.5367296996662959, 0.5975360256182174, 0.6087542087542087, 0.5410907151428952, 0.6510939741750358, 0.5540397776859125, 0.643381535038932, 0.6755867709815078, 0.6061039367263953, 0.5698354413164695]","[86, 73, 47, 0, 32, 118, 143, 143, 134, 147]","[69, 73, 118, 149, 132, 59, 12, 5, 27, 24]","[73, 61, 20, 0, 14, 73, 115, 133, 100, 106]","[72, 93, 115, 151, 122, 50, 30, 19, 39, 23]",0.598415208510587,,,,,,,
43,,Logistic Regression,0.1,45,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[89, 66],
       [72, 73]]), array([[74, 72],
       [63, 91]]), array([[ 59, 106],
       [ 30, 105]]), array([[  2, 147],
       [  7, 144]]), array([[ 40, 124],
       [ 19, 117]]), array([[123,  54],
       [ 75,  48]]), array([[139,  16],
       [ 98,  47]]), array([[141,   7],
       [124,  28]]), array([[124,  37],
       [ 91,  48]]), array([[144,  27],
       [103,  26]])]","[0.5367741935483872, 0.5975360256182175, 0.6037261503928171, 0.5177118983065914, 0.6364329268292684, 0.5754903311744982, 0.6361290322580646, 0.6611397581792318, 0.6076232181956298, 0.568928781903078]","[89, 74, 59, 2, 40, 123, 139, 141, 124, 144]","[66, 72, 106, 147, 124, 54, 16, 7, 37, 27]","[72, 63, 30, 7, 19, 75, 98, 124, 91, 103]","[73, 91, 105, 144, 117, 48, 47, 28, 48, 26]",0.5941492316405783,,,,,,,
44,,Logistic Regression,0.01,45,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[93, 62],
       [71, 74]]), array([[92, 54],
       [74, 80]]), array([[109,  56],
       [ 74,  61]]), array([[86, 63],
       [90, 61]]), array([[ 62, 102],
       [ 39,  97]]), array([[111,  66],
       [ 64,  59]]), array([[108,  47],
       [ 79,  66]]), array([[101,  47],
       [ 85,  67]]), array([[95, 66],
       [68, 71]]), array([[104,  67],
       [ 68,  61]])]","[0.5383759733036707, 0.5913538516278241, 0.5934006734006734, 0.5015334014845104, 0.5926291248206599, 0.5845849983923568, 0.5996440489432703, 0.6168652204836415, 0.6025291567987846, 0.5526089124620336]","[93, 92, 109, 86, 62, 111, 108, 101, 95, 104]","[62, 54, 56, 63, 102, 66, 47, 47, 66, 67]","[71, 74, 74, 90, 39, 64, 79, 85, 68, 68]","[74, 80, 61, 61, 97, 59, 66, 67, 71, 61]",0.5773525361717425,,,,,,,
45,,Logistic Regression,100.0,50,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[83, 72],
       [90, 55]]), array([[71, 75],
       [65, 89]]), array([[ 45, 120],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 32, 132],
       [ 12, 124]]), array([[119,  58],
       [ 75,  48]]), array([[139,  16],
       [109,  36]]), array([[143,   5],
       [137,  15]]), array([[125,  36],
       [112,  27]]), array([[134,  37],
       [ 98,  31]])]","[0.49205784204671854, 0.547811777263832, 0.6094725028058361, 0.5390461798302146, 0.6427098278335723, 0.5428322079830967, 0.5945717463848721, 0.6180209815078237, 0.54260690826221, 0.5591368602384514]","[83, 71, 45, 0, 32, 119, 139, 143, 125, 134]","[72, 75, 120, 149, 132, 58, 16, 5, 36, 37]","[90, 65, 18, 0, 12, 75, 109, 137, 112, 98]","[55, 89, 117, 151, 124, 48, 36, 15, 27, 31]",0.5688266834156629,,,,,,,
46,,Logistic Regression,10.0,50,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [71, 74]]), array([[72, 74],
       [64, 90]]), array([[ 46, 119],
       [ 18, 117]]), array([[  0, 149],
       [  0, 151]]), array([[ 31, 133],
       [ 13, 123]]), array([[119,  58],
       [ 75,  48]]), array([[146,   9],
       [118,  27]]), array([[144,   4],
       [136,  16]]), array([[137,  24],
       [109,  30]]), array([[147,  24],
       [106,  23]])]","[0.5362402669632925, 0.589307952321651, 0.6092929292929292, 0.5465576247833237, 0.6508697991391679, 0.5444398511781727, 0.6411123470522803, 0.6672297297297297, 0.5964520309218464, 0.5706967677591913]","[86, 72, 46, 0, 31, 119, 146, 144, 137, 147]","[69, 74, 119, 149, 133, 58, 9, 4, 24, 24]","[71, 64, 18, 0, 13, 75, 118, 136, 109, 106]","[74, 90, 117, 151, 123, 48, 27, 16, 30, 23]",0.5952199299141585,,,,,,,
47,,Logistic Regression,1.0,50,"[0, 150, 300, 450, 600, 750, 900, 1050, 1200, 1350]","[array([[86, 69],
       [73, 72]]), array([[73, 73],
       [61, 93]]), array([[ 49, 116],
       [ 20, 115]]), array([[  0, 149],
       [  0, 151]]), array([[ 33, 131],
       [ 15, 121]]), array([[118,  59],
       [ 73,  50]]), array([[143,  12],
       [115,  30]]), array([[143,   5],
       [135,  17]]), array([[134,  27],
       [101,  38]]), array([[147,  24],
       [106,  23]])]","[0.5368631813125695, 0.597758405977584, 0.6084848484848485, 0.5439352860127117, 0.6494350789096126, 0.5531670570942997, 0.6444493882091212, 0.6764313655761023, 0.6064167299700611, 0.5696087764631217]","[86, 73, 49, 0, 33, 118, 143, 143, 134, 147]","[69, 73, 116, 149, 131, 59, 12, 5, 27, 24]","[73, 61, 20, 0, 15, 73, 115, 135, 101, 106]","[72, 93, 115, 151, 121, 50, 30, 17, 38, 23]",0.5986550118010031,,,,,,,
